username,age_days,followers,following,posts_per_day,profile_completeness,avg_likes,avg_comments,archetype
user_suspicious_194,152,79,3954,22.8,32.5,1.3,0.1,SUSPICIOUS
user_suspicious_186,85,27,4240,34.72,51.3,0.4,0.0,SUSPICIOUS
user_new_81,76,121,194,2.02,79.2,7.0,0.7,NEW_LEGITIMATE
low_engagement_22,348,2503,202,5.39,69.7,2.8,0.1,LOW_ENGAGEMENT
influencer_42,1482,464823,1053,6.19,93.2,64353.8,9426.5,INFLUENCER
user_suspicious_147,166,41,1709,43.77,21.9,0.7,0.0,SUSPICIOUS
user_normal_91,1551,1674,2251,2.74,84.3,144.8,11.7,NORMAL
user_new_51,38,71,105,3.16,79.1,3.3,0.3,NEW_LEGITIMATE
user_suspicious_50,28,5,2461,37.32,53.4,0.1,0.0,SUSPICIOUS
user_normal_150,1429,3677,2951,4.01,73.4,240.0,35.6,NORMAL
user_normal_202,971,1909,1344,2.62,86.3,62.5,4.4,NORMAL
user_new_45,5,65,115,2.78,82.6,5.2,0.7,NEW_LEGITIMATE
user_new_72,60,63,157,1.2,67.1,1.9,0.2,NEW_LEGITIMATE
user_suspicious_42,9,36,2306,45.27,50.9,0.7,0.0,SUSPICIOUS
user_normal_66,216,3951,3490,3.56,92.2,154.3,13.5,NORMAL
user_new_73,51,95,57,3.06,82.4,6.4,0.8,NEW_LEGITIMATE
user_suspicious_34,169,35,3309,48.93,43.6,0.5,0.0,SUSPICIOUS
bot_like_32,10,3,1508,53.89,20.4,0.0,0.0,BOT_LIKE
user_suspicious_189,59,64,1990,49.02,56.9,1.1,0.0,SUSPICIOUS
user_new_82,32,105,147,3.67,60.6,10.5,0.7,NEW_LEGITIMATE
user_new_85,13,73,166,1.89,64.6,7.9,0.5,NEW_LEGITIMATE
user_normal_120,1775,3950,922,3.88,94.0,339.7,23.3,NORMAL
user_normal_272,1419,4173,5839,3.75,74.2,154.2,20.3,NORMAL
influencer_65,1390,405783,1885,3.34,92.8,28305.6,4999.4,INFLUENCER
user_normal_144,1381,3562,3129,0.62,76.7,137.1,16.1,NORMAL
user_suspicious_15,119,61,1730,70.08,22.5,0.4,0.0,SUSPICIOUS
user_normal_388,1837,3359,3485,4.09,94.7,297.6,42.2,NORMAL
bot_like_37,3,17,3024,149.15,33.3,0.0,0.0,BOT_LIKE
low_engagement_28,688,895,626,4.85,63.2,3.4,0.1,LOW_ENGAGEMENT
user_suspicious_140,43,31,2369,24.64,26.9,0.5,0.0,SUSPICIOUS
user_suspicious_93,143,51,4513,50.93,28.7,0.3,0.0,SUSPICIOUS
incomplete_31,55,984,681,6.68,21.7,18.8,1.1,INCOMPLETE_PROFILE
user_normal_167,867,1621,876,4.75,84.2,144.2,19.4,NORMAL
user_normal_154,1113,2181,3138,2.32,84.9,169.3,10.3,NORMAL
user_normal_89,1176,3736,2774,3.91,81.3,146.8,10.3,NORMAL
user_new_148,59,166,123,2.83,63.3,16.2,2.1,NEW_LEGITIMATE
user_suspicious_169,87,47,1875,38.26,43.8,0.6,0.0,SUSPICIOUS
low_engagement_7,127,1159,636,7.03,76.8,2.9,0.0,LOW_ENGAGEMENT
influencer_23,1666,169682,1691,2.99,89.9,8836.3,1513.7,INFLUENCER
user_new_107,82,103,157,3.6,73.4,7.7,0.6,NEW_LEGITIMATE
incomplete_39,93,804,799,3.42,39.9,56.3,3.3,INCOMPLETE_PROFILE
user_suspicious_86,10,79,2120,69.27,59.0,0.3,0.0,SUSPICIOUS
user_normal_342,343,584,646,1.91,89.3,20.8,2.9,NORMAL
user_normal_2,510,3544,3221,1.14,89.5,86.9,10.6,NORMAL
user_new_17,34,54,80,0.85,90.4,4.9,0.3,NEW_LEGITIMATE
user_suspicious_23,10,44,3699,24.37,45.0,0.3,0.0,SUSPICIOUS
influencer_73,2282,313446,576,6.03,93.2,45254.6,4982.8,INFLUENCER
bot_like_34,27,13,3770,46.72,36.0,0.1,0.0,BOT_LIKE
user_new_96,29,29,60,0.82,81.0,2.5,0.3,NEW_LEGITIMATE
bot_like_13,24,48,7102,77.15,17.8,0.1,0.0,BOT_LIKE
user_normal_287,1971,4378,4774,2.7,74.5,201.3,24.9,NORMAL
bot_like_42,2,3,4783,33.25,23.5,0.0,0.0,BOT_LIKE
user_suspicious_154,77,71,4067,28.12,30.3,0.2,0.0,SUSPICIOUS
user_suspicious_123,157,88,4603,35.49,25.3,1.1,0.0,SUSPICIOUS
user_normal_340,1191,2374,823,2.17,83.6,123.0,7.3,NORMAL
user_suspicious_54,27,84,770,45.06,54.6,0.5,0.0,SUSPICIOUS
user_suspicious_92,158,27,1469,58.08,54.8,0.4,0.0,SUSPICIOUS
user_normal_139,1266,1824,1433,2.76,87.9,46.3,5.8,NORMAL
incomplete_27,441,722,648,5.03,19.5,17.5,1.3,INCOMPLETE_PROFILE
user_normal_10,995,3442,4601,3.07,85.6,333.5,44.8,NORMAL
user_normal_18,1610,1778,590,1.53,72.3,76.8,5.1,NORMAL
user_new_119,5,179,106,3.43,90.1,17.4,1.6,NEW_LEGITIMATE
bot_like_65,5,22,1838,100.54,35.2,0.0,0.0,BOT_LIKE
user_normal_193,765,1347,1043,2.04,89.0,127.4,7.7,NORMAL
user_new_123,36,171,220,1.24,70.9,7.7,0.6,NEW_LEGITIMATE
user_new_93,66,15,77,0.9,74.1,1.4,0.2,NEW_LEGITIMATE
user_normal_153,789,3898,854,0.58,97.4,114.7,12.3,NORMAL
bot_like_27,6,4,1087,46.68,32.4,0.0,0.0,BOT_LIKE
bot_like_16,5,39,6585,64.5,26.1,0.1,0.0,BOT_LIKE
user_suspicious_200,175,66,1110,69.53,46.8,0.9,0.0,SUSPICIOUS
user_normal_165,645,3826,3692,4.94,98.3,88.6,10.7,NORMAL
low_engagement_24,632,3165,835,3.79,67.3,1.6,0.0,LOW_ENGAGEMENT
bot_like_71,5,20,5631,64.34,29.2,0.0,0.0,BOT_LIKE
user_new_33,38,63,119,2.87,81.3,3.6,0.2,NEW_LEGITIMATE
user_normal_186,1317,3211,1374,2.66,87.8,276.1,23.4,NORMAL
influencer_62,2194,10363,218,2.81,85.8,1270.6,120.1,INFLUENCER
user_normal_275,1078,2630,2010,4.21,90.0,78.2,7.7,NORMAL
user_new_53,75,86,69,3.49,68.5,10.0,0.7,NEW_LEGITIMATE
user_suspicious_116,142,65,4129,23.75,23.8,1.1,0.1,SUSPICIOUS
bot_like_45,15,49,4932,89.95,32.9,0.1,0.0,BOT_LIKE
user_normal_157,309,3167,1436,1.33,72.7,258.7,14.7,NORMAL
user_suspicious_87,64,6,1477,18.29,21.6,0.1,0.0,SUSPICIOUS
bot_like_79,1,35,6231,128.2,20.1,0.1,0.0,BOT_LIKE
user_suspicious_39,94,86,3328,58.84,50.5,0.2,0.0,SUSPICIOUS
user_normal_71,813,1256,1236,4.49,80.5,36.9,2.4,NORMAL
user_normal_26,1642,302,233,1.57,91.8,14.9,1.7,NORMAL
user_normal_61,1246,4480,2494,1.47,81.3,103.6,11.6,NORMAL
user_normal_203,1808,3480,569,3.97,95.3,281.5,31.7,NORMAL
user_normal_297,1585,1713,1690,3.4,85.9,40.0,5.9,NORMAL
user_suspicious_57,116,42,3714,76.74,25.5,0.6,0.0,SUSPICIOUS
user_new_50,54,170,245,1.35,77.5,15.5,0.9,NEW_LEGITIMATE
user_suspicious_25,9,26,1187,50.57,59.7,0.4,0.0,SUSPICIOUS
user_normal_102,1776,4532,5195,4.41,72.5,307.2,45.7,NORMAL
user_normal_19,757,2829,1647,3.35,96.1,238.5,16.4,NORMAL
user_normal_124,1242,2070,247,4.73,88.8,96.9,6.2,NORMAL
incomplete_30,359,834,788,2.96,10.0,56.9,3.6,INCOMPLETE_PROFILE
influencer_56,1900,304499,177,5.01,90.1,34970.6,3084.9,INFLUENCER
user_normal_81,1462,2803,520,0.7,78.4,269.2,37.4,NORMAL
user_new_105,23,120,66,0.6,72.5,3.8,0.2,NEW_LEGITIMATE
user_normal_77,1008,994,1434,3.85,90.4,38.8,3.5,NORMAL
bot_like_14,29,2,3322,143.8,12.7,0.0,0.0,BOT_LIKE
user_normal_16,1972,1128,1291,1.56,77.7,26.2,3.2,NORMAL
user_normal_194,1399,1987,533,0.81,79.0,152.3,8.6,NORMAL
user_normal_29,1043,1834,1893,4.73,81.9,112.6,15.1,NORMAL
user_new_69,15,174,214,0.83,88.9,6.0,0.7,NEW_LEGITIMATE
user_normal_196,464,4911,3797,3.41,87.8,248.9,14.1,NORMAL
bot_like_12,25,45,1997,37.67,12.2,0.0,0.0,BOT_LIKE
user_suspicious_3,138,87,3084,19.51,45.5,1.3,0.0,SUSPICIOUS
low_engagement_17,577,1596,800,9.26,82.1,7.3,0.1,LOW_ENGAGEMENT
bot_like_57,12,36,1501,141.78,20.1,0.2,0.0,BOT_LIKE
low_engagement_11,597,831,816,10.53,80.0,0.5,0.0,LOW_ENGAGEMENT
user_normal_359,1710,695,930,0.69,92.2,64.9,5.1,NORMAL
user_normal_386,1560,1336,623,3.01,80.3,104.7,12.1,NORMAL
bot_like_17,13,4,7117,45.51,11.7,0.0,0.0,BOT_LIKE
user_normal_397,965,2516,846,1.8,98.8,128.7,11.4,NORMAL
incomplete_29,163,607,79,5.06,28.7,31.0,2.0,INCOMPLETE_PROFILE
user_new_143,62,122,81,2.92,69.2,14.0,1.6,NEW_LEGITIMATE
user_normal_159,802,2811,1835,0.64,77.9,190.0,10.5,NORMAL
user_suspicious_7,120,91,1598,25.88,40.0,1.3,0.0,SUSPICIOUS
user_new_92,82,72,221,3.7,60.4,5.1,0.7,NEW_LEGITIMATE
user_new_129,3,38,136,1.28,85.0,4.2,0.5,NEW_LEGITIMATE
user_new_114,29,142,221,3.8,86.1,13.5,1.8,NEW_LEGITIMATE
user_normal_353,452,1774,980,0.64,92.2,50.6,4.1,NORMAL
user_suspicious_134,54,33,3329,25.52,46.3,0.7,0.0,SUSPICIOUS
bot_like_77,7,3,4787,61.88,36.9,0.0,0.0,BOT_LIKE
user_new_23,79,31,49,2.32,65.0,3.1,0.2,NEW_LEGITIMATE
bot_like_72,20,45,4549,55.19,33.7,0.2,0.0,BOT_LIKE
influencer_83,780,152690,354,5.38,87.3,13329.8,1400.8,INFLUENCER
user_suspicious_102,159,92,2676,23.4,24.0,1.1,0.0,SUSPICIOUS
user_suspicious_105,12,71,3037,72.82,57.8,1.1,0.0,SUSPICIOUS
bot_like_21,1,21,3480,120.07,17.1,0.0,0.0,BOT_LIKE
user_normal_220,984,4711,2829,2.17,99.6,109.3,14.9,NORMAL
user_new_133,6,194,239,2.41,94.4,13.7,1.4,NEW_LEGITIMATE
user_new_52,3,15,112,2.18,91.4,1.4,0.1,NEW_LEGITIMATE
user_new_47,45,92,286,3.94,78.5,10.3,0.7,NEW_LEGITIMATE
user_normal_35,1923,1056,210,0.58,84.8,36.2,3.1,NORMAL
low_engagement_26,226,3055,326,11.89,59.3,10.4,0.0,LOW_ENGAGEMENT
user_normal_329,1722,3241,1472,0.6,89.9,314.6,33.4,NORMAL
user_suspicious_149,55,20,4481,25.7,36.6,0.0,0.0,SUSPICIOUS
bot_like_39,24,5,7227,132.21,11.6,0.0,0.0,BOT_LIKE
user_normal_378,1760,4196,3289,2.4,82.3,388.6,47.2,NORMAL
influencer_88,2233,369014,717,4.42,97.2,22112.4,2906.4,INFLUENCER
influencer_32,1212,252262,905,3.67,96.6,21255.4,3301.4,INFLUENCER
user_new_115,83,44,88,0.53,92.4,3.1,0.3,NEW_LEGITIMATE
user_normal_94,943,1429,1408,2.47,97.1,68.4,6.9,NORMAL
influencer_36,1579,227070,1805,4.95,99.0,24671.4,3531.2,INFLUENCER
user_normal_209,1875,691,359,3.28,91.1,44.8,2.3,NORMAL
influencer_76,1549,371390,624,5.91,89.3,41995.7,5655.9,INFLUENCER
influencer_50,1506,225503,243,4.15,96.2,19325.2,3018.0,INFLUENCER
user_normal_391,1771,3364,2656,1.2,70.8,241.1,27.4,NORMAL
user_normal_25,1428,3574,5299,2.89,83.4,229.6,25.1,NORMAL
influencer_12,877,10215,1255,4.59,90.2,893.6,138.1,INFLUENCER
bot_like_62,1,7,7975,70.07,17.6,0.0,0.0,BOT_LIKE
user_suspicious_33,131,63,1326,69.93,51.8,0.3,0.0,SUSPICIOUS
user_suspicious_9,174,18,4005,16.24,51.2,0.2,0.0,SUSPICIOUS
user_normal_277,1856,642,895,4.44,78.3,56.6,2.8,NORMAL
user_suspicious_146,117,19,4456,22.57,25.1,0.1,0.0,SUSPICIOUS
user_normal_49,1017,3954,5223,2.92,79.8,341.0,26.3,NORMAL
user_normal_129,190,3425,2969,3.13,82.0,195.1,28.2,NORMAL
user_normal_311,1223,2734,4033,1.17,79.2,246.4,36.9,NORMAL
influencer_87,2936,341588,1049,5.44,94.3,21204.0,4182.2,INFLUENCER
user_normal_327,1385,2114,1691,4.3,78.0,68.7,9.3,NORMAL
user_normal_138,335,3220,1016,4.89,83.8,208.0,28.3,NORMAL
influencer_74,2641,33777,695,4.14,93.7,3617.2,433.7,INFLUENCER
user_new_140,86,71,189,1.95,84.9,4.6,0.5,NEW_LEGITIMATE
low_engagement_16,487,3335,257,10.48,67.3,8.0,0.1,LOW_ENGAGEMENT
user_suspicious_88,90,20,930,31.11,47.9,0.2,0.0,SUSPICIOUS
user_normal_200,1168,4216,5014,3.37,81.9,176.8,26.2,NORMAL
bot_like_76,10,11,6073,148.07,37.2,0.0,0.0,BOT_LIKE
user_normal_303,415,1859,2300,1.94,92.6,77.2,8.0,NORMAL
user_normal_83,1381,639,781,2.12,77.8,35.9,1.9,NORMAL
user_normal_320,1913,2225,2221,2.23,87.2,149.1,10.2,NORMAL
user_new_99,10,62,98,1.25,92.9,1.9,0.2,NEW_LEGITIMATE
user_suspicious_198,172,91,4124,68.34,47.1,1.2,0.0,SUSPICIOUS
bot_like_50,7,42,2582,61.21,21.6,0.2,0.0,BOT_LIKE
influencer_58,1459,342255,1683,5.09,88.1,46252.5,4167.9,INFLUENCER
user_suspicious_67,78,49,3321,51.77,27.3,0.2,0.0,SUSPICIOUS
user_suspicious_95,30,49,2310,60.32,27.7,0.6,0.0,SUSPICIOUS
influencer_86,1238,42152,399,4.12,97.2,5839.1,527.9,INFLUENCER
user_new_89,57,165,88,0.74,87.4,9.2,0.9,NEW_LEGITIMATE
edge_very_new,1,5,10,1.0,70.0,0.5,0.1,EDGE_CASE
user_normal_267,543,2468,335,2.84,88.7,67.0,8.4,NORMAL
user_normal_228,1023,3532,1330,2.52,87.6,338.7,25.5,NORMAL
influencer_89,1569,92464,170,5.91,96.5,13216.8,1382.2,INFLUENCER
user_normal_315,877,3047,4009,3.22,90.3,257.2,19.8,NORMAL
user_new_43,87,54,233,1.03,91.5,5.1,0.7,NEW_LEGITIMATE
user_suspicious_181,132,85,771,36.63,42.3,1.2,0.0,SUSPICIOUS
user_normal_108,927,2572,2710,2.13,89.4,168.9,14.5,NORMAL
user_normal_45,1885,2906,587,4.15,96.0,270.4,27.3,NORMAL
incomplete_26,162,155,761,1.62,23.1,8.0,0.7,INCOMPLETE_PROFILE
user_suspicious_21,86,8,3794,65.49,23.1,0.2,0.0,SUSPICIOUS
incomplete_1,210,405,705,1.78,9.5,8.7,0.3,INCOMPLETE_PROFILE
user_normal_128,1614,194,164,3.62,86.3,7.8,0.7,NORMAL
user_normal_44,1589,4157,834,4.32,74.1,318.9,33.6,NORMAL
user_suspicious_145,12,98,654,37.22,55.0,0.1,0.0,SUSPICIOUS
user_new_18,34,133,163,2.17,65.1,12.5,1.5,NEW_LEGITIMATE
user_normal_212,496,734,58,4.71,71.6,46.5,5.6,NORMAL
user_suspicious_195,78,55,1187,36.37,46.5,0.8,0.0,SUSPICIOUS
bot_like_8,29,43,5016,148.4,17.5,0.1,0.0,BOT_LIKE
user_suspicious_27,77,84,946,51.37,47.5,1.1,0.0,SUSPICIOUS
user_suspicious_170,57,27,2382,52.07,28.4,0.4,0.0,SUSPICIOUS
user_normal_242,1804,2872,3776,3.34,88.3,186.9,16.5,NORMAL
user_normal_34,689,198,202,0.52,74.8,12.7,1.5,NORMAL
user_normal_54,667,3443,4120,3.46,83.1,269.9,14.8,NORMAL
user_suspicious_176,1,29,2976,47.14,24.9,0.4,0.0,SUSPICIOUS
influencer_34,2699,184673,1166,1.48,90.0,15026.9,2348.4,INFLUENCER
user_normal_331,1802,1853,2402,2.59,99.2,127.3,10.8,NORMAL
user_normal_162,1432,4303,221,4.85,70.2,121.5,9.9,NORMAL
bot_like_69,9,27,2152,39.29,25.4,0.0,0.0,BOT_LIKE
influencer_70,1636,157525,1976,2.97,91.9,15364.8,2672.9,INFLUENCER
user_normal_334,1813,1617,247,4.31,82.9,50.6,5.9,NORMAL
influencer_39,1357,82394,173,6.08,90.4,4837.1,504.3,INFLUENCER
user_new_120,86,38,258,2.86,66.3,3.5,0.3,NEW_LEGITIMATE
user_suspicious_127,151,47,1423,65.15,46.1,0.8,0.0,SUSPICIOUS
user_normal_46,215,4880,4165,3.42,91.1,408.3,56.8,NORMAL
user_new_38,24,38,190,3.57,61.5,2.5,0.3,NEW_LEGITIMATE
influencer_40,708,304311,465,3.09,86.3,42933.0,3465.8,INFLUENCER
user_normal_314,1223,2420,3240,4.43,85.3,188.5,11.4,NORMAL
user_normal_133,1929,1892,1686,4.93,95.2,56.7,8.1,NORMAL
user_new_101,73,55,125,3.09,67.5,4.9,0.5,NEW_LEGITIMATE
influencer_54,2694,467364,1023,4.0,85.8,24400.4,3000.2,INFLUENCER
incomplete_3,339,651,626,4.88,20.4,12.9,0.8,INCOMPLETE_PROFILE
low_engagement_8,602,1318,872,10.72,71.5,1.1,0.0,LOW_ENGAGEMENT
user_normal_96,317,3572,2882,1.66,83.8,351.5,34.9,NORMAL
user_suspicious_72,148,39,2591,67.95,44.5,0.3,0.0,SUSPICIOUS
influencer_80,2897,283365,1071,1.56,95.2,40593.9,6051.7,INFLUENCER
user_normal_318,1386,2628,1219,2.17,71.9,221.0,28.0,NORMAL
user_normal_249,1143,472,613,3.52,97.9,29.5,3.2,NORMAL
user_normal_182,759,2033,1430,0.91,96.3,83.9,5.3,NORMAL
user_normal_230,335,1490,1792,3.01,86.2,33.9,5.0,NORMAL
low_engagement_19,534,2288,321,5.07,51.2,3.9,0.1,LOW_ENGAGEMENT
user_normal_163,996,3104,379,3.61,85.6,83.6,12.2,NORMAL
bot_like_48,6,35,4739,92.9,30.0,0.0,0.0,BOT_LIKE
user_new_27,34,181,119,3.68,93.0,12.3,1.1,NEW_LEGITIMATE
influencer_22,2524,168097,1882,7.96,89.7,19734.9,3578.3,INFLUENCER
incomplete_21,114,149,645,1.26,25.7,4.4,0.3,INCOMPLETE_PROFILE
user_normal_224,705,101,86,4.34,84.8,4.0,0.6,NORMAL
user_new_2,17,108,271,1.55,71.4,10.9,1.1,NEW_LEGITIMATE
user_suspicious_126,109,90,2758,29.69,42.0,1.0,0.0,SUSPICIOUS
user_suspicious_187,178,24,3295,18.54,27.3,0.5,0.0,SUSPICIOUS
user_suspicious_35,170,53,775,39.47,29.3,0.3,0.0,SUSPICIOUS
user_suspicious_178,146,38,844,51.08,43.5,0.3,0.0,SUSPICIOUS
user_new_103,15,141,112,2.29,75.3,16.9,1.2,NEW_LEGITIMATE
user_normal_332,604,4824,944,1.63,95.5,313.1,32.0,NORMAL
user_suspicious_171,170,11,1573,17.82,48.0,0.1,0.0,SUSPICIOUS
user_normal_181,1348,102,81,2.59,88.7,8.1,0.4,NORMAL
user_new_150,74,118,182,2.5,70.6,6.9,1.0,NEW_LEGITIMATE
user_normal_166,890,500,135,4.62,71.0,37.9,3.0,NORMAL
user_new_104,43,130,60,1.35,85.0,5.0,0.3,NEW_LEGITIMATE
influencer_5,1470,495877,1600,1.23,86.8,45415.5,3977.3,INFLUENCER
user_new_131,71,166,166,3.49,90.9,11.9,0.7,NEW_LEGITIMATE
user_normal_208,281,3596,828,2.66,73.1,141.6,21.0,NORMAL
user_normal_145,507,3410,3350,1.3,89.6,133.2,8.0,NORMAL
user_new_128,67,16,122,1.97,60.6,1.6,0.1,NEW_LEGITIMATE
user_normal_20,1534,1763,1579,1.05,80.7,163.2,12.6,NORMAL
user_normal_114,1613,1241,885,2.41,85.2,48.9,3.0,NORMAL
user_suspicious_131,140,47,4134,74.24,20.8,0.3,0.0,SUSPICIOUS
user_normal_254,1840,2731,2249,2.09,77.1,225.1,17.4,NORMAL
user_suspicious_26,63,43,3396,64.74,57.6,0.1,0.0,SUSPICIOUS
user_normal_381,1527,1089,688,3.48,72.8,73.7,7.7,NORMAL
user_normal_362,855,2612,335,0.71,87.0,111.5,14.8,NORMAL
user_new_108,46,140,110,2.33,62.4,8.9,1.3,NEW_LEGITIMATE
incomplete_10,201,280,749,9.42,39.2,19.8,0.8,INCOMPLETE_PROFILE
user_suspicious_183,95,12,566,18.2,29.2,0.2,0.0,SUSPICIOUS
influencer_72,2326,254255,1869,5.04,86.8,13639.8,1177.5,INFLUENCER
user_normal_238,980,3172,3174,3.5,87.3,151.9,10.0,NORMAL
user_normal_204,1139,792,427,3.27,93.9,46.3,2.9,NORMAL
user_normal_337,711,1277,432,3.91,92.6,27.4,1.7,NORMAL
influencer_41,1253,298763,1441,6.69,90.1,18269.0,2712.0,INFLUENCER
user_suspicious_53,73,30,1415,64.0,43.1,0.5,0.0,SUSPICIOUS
user_normal_52,1807,1469,790,1.33,72.4,79.7,9.5,NORMAL
user_suspicious_158,18,66,1664,20.92,31.4,0.9,0.0,SUSPICIOUS
user_normal_382,1316,3908,381,0.86,80.6,372.6,43.5,NORMAL
user_suspicious_48,68,90,3789,74.34,33.6,0.9,0.0,SUSPICIOUS
influencer_69,1834,182409,1513,4.87,96.1,17967.6,1621.5,INFLUENCER
user_new_149,38,185,46,4.0,71.4,18.0,2.4,NEW_LEGITIMATE
user_normal_109,1056,3912,3498,1.57,73.1,126.1,9.4,NORMAL
user_normal_62,906,2996,4235,1.94,95.3,65.5,8.6,NORMAL
user_suspicious_29,141,85,2532,26.41,42.7,1.0,0.0,SUSPICIOUS
influencer_18,2185,324260,573,3.42,85.1,29296.3,3169.0,INFLUENCER
user_new_22,52,157,179,2.34,76.2,8.0,0.6,NEW_LEGITIMATE
bot_like_66,6,31,7157,149.8,26.2,0.0,0.0,BOT_LIKE
user_normal_99,272,771,110,1.37,71.2,25.8,2.0,NORMAL
bot_like_78,9,7,4999,146.2,23.6,0.0,0.0,BOT_LIKE
user_normal_299,1491,3459,572,0.7,73.3,234.8,14.0,NORMAL
user_normal_389,1266,2170,409,4.5,70.4,107.6,5.7,NORMAL
low_engagement_13,616,1303,930,4.74,61.2,5.0,0.1,LOW_ENGAGEMENT
user_suspicious_119,141,88,2838,73.42,42.1,1.4,0.0,SUSPICIOUS
user_normal_31,1775,2149,2994,0.92,96.9,197.8,22.4,NORMAL
user_suspicious_71,119,19,4614,65.28,21.8,0.3,0.0,SUSPICIOUS
user_normal_85,1062,355,246,3.26,82.5,33.6,4.6,NORMAL
user_suspicious_113,36,49,3186,60.36,56.0,0.8,0.0,SUSPICIOUS
user_normal_270,1383,1825,1739,3.2,85.5,170.7,17.0,NORMAL
user_normal_23,1436,3863,5282,0.79,77.6,153.6,18.4,NORMAL
user_normal_357,1967,2357,1188,4.58,90.1,152.8,9.3,NORMAL
user_normal_140,1131,822,81,2.61,88.7,41.3,5.5,NORMAL
bot_like_53,6,11,4040,130.37,39.2,0.1,0.0,BOT_LIKE
user_new_145,74,190,226,3.22,86.6,8.9,0.5,NEW_LEGITIMATE
influencer_1,2173,193163,1147,1.97,94.2,15574.8,1855.5,INFLUENCER
user_normal_223,1755,3058,2964,3.99,82.2,208.4,23.6,NORMAL
influencer_59,807,381780,622,2.92,97.4,47335.7,8268.7,INFLUENCER
user_suspicious_76,8,75,4075,45.2,35.2,0.5,0.0,SUSPICIOUS
user_suspicious_128,11,30,3353,49.01,30.9,0.3,0.0,SUSPICIOUS
user_suspicious_136,166,68,3658,41.97,49.2,0.2,0.0,SUSPICIOUS
low_engagement_1,482,3353,698,3.34,54.1,14.2,0.1,LOW_ENGAGEMENT
user_normal_130,575,2365,2238,1.13,73.0,95.7,11.7,NORMAL
user_suspicious_107,77,46,2850,18.9,25.2,0.6,0.0,SUSPICIOUS
incomplete_2,431,583,95,7.09,27.3,31.5,1.5,INCOMPLETE_PROFILE
user_normal_345,1107,787,662,2.48,88.5,21.0,2.9,NORMAL
user_normal_292,760,2248,1081,0.69,72.5,173.8,9.9,NORMAL
user_normal_375,1044,4797,5976,4.11,87.2,292.7,23.2,NORMAL
edge_perfect,1000,5000,500,2.0,100.0,500.0,50.0,EDGE_CASE
user_normal_333,1776,672,403,2.32,86.3,56.0,5.9,NORMAL
bot_like_28,12,42,2381,121.66,25.4,0.2,0.0,BOT_LIKE
user_suspicious_155,71,45,2313,50.18,45.8,0.1,0.0,SUSPICIOUS
user_new_57,65,180,58,3.23,93.6,17.8,2.4,NEW_LEGITIMATE
user_normal_232,1262,1108,740,0.69,74.5,109.6,16.1,NORMAL
user_normal_90,180,4246,4830,3.23,76.9,313.1,35.0,NORMAL
bot_like_58,5,46,7361,111.9,29.9,0.2,0.0,BOT_LIKE
user_suspicious_24,145,69,3818,78.98,35.8,1.0,0.0,SUSPICIOUS
user_normal_231,1148,1416,1093,0.73,89.2,53.8,3.7,NORMAL
user_suspicious_17,178,75,2911,25.93,39.0,0.2,0.0,SUSPICIOUS
user_suspicious_90,63,16,640,69.1,52.2,0.1,0.0,SUSPICIOUS
bot_like_3,19,45,4832,49.94,20.0,0.2,0.0,BOT_LIKE
incomplete_17,76,179,381,5.47,33.7,7.4,0.6,INCOMPLETE_PROFILE
bot_like_25,3,18,3436,91.67,30.7,0.1,0.0,BOT_LIKE
user_normal_192,1045,4895,4593,2.93,93.4,139.8,17.6,NORMAL
user_normal_93,1098,3378,1302,3.29,91.1,125.1,8.0,NORMAL
user_suspicious_20,138,43,4111,38.1,47.0,0.1,0.0,SUSPICIOUS
user_new_40,42,196,194,3.33,64.2,10.6,0.5,NEW_LEGITIMATE
user_new_77,10,26,67,1.54,85.0,2.6,0.2,NEW_LEGITIMATE
influencer_51,1724,365398,1356,2.53,86.7,40063.5,5535.3,INFLUENCER
incomplete_6,169,590,420,2.96,3.1,29.6,1.1,INCOMPLETE_PROFILE
user_normal_80,1430,3612,1306,1.48,78.8,360.0,43.1,NORMAL
influencer_30,1667,65830,1533,2.47,88.9,9674.5,1626.9,INFLUENCER
user_new_15,1,173,54,2.65,63.1,12.8,0.7,NEW_LEGITIMATE
user_normal_180,1724,3270,1963,2.86,77.8,200.2,19.8,NORMAL
user_normal_253,320,1400,1293,1.53,76.4,96.4,8.8,NORMAL
bot_like_36,13,4,1813,131.38,20.8,0.0,0.0,BOT_LIKE
user_normal_56,273,3159,4598,2.63,72.9,187.4,18.2,NORMAL
user_normal_385,1553,4108,4143,2.9,83.5,109.9,9.9,NORMAL
user_normal_360,262,3046,1499,3.65,95.2,300.2,33.7,NORMAL
user_normal_218,491,3020,1132,3.43,76.0,224.7,12.9,NORMAL
bot_like_11,19,33,2216,100.52,34.6,0.1,0.0,BOT_LIKE
user_suspicious_1,149,58,3350,16.02,20.7,1.1,0.0,SUSPICIOUS
user_normal_164,518,4162,2758,3.92,91.7,295.4,43.7,NORMAL
user_suspicious_80,6,67,3677,15.41,59.1,1.3,0.0,SUSPICIOUS
user_new_46,17,68,109,1.19,64.9,5.8,0.7,NEW_LEGITIMATE
user_normal_11,1952,437,102,3.14,99.0,30.0,2.3,NORMAL
user_normal_217,874,2435,356,1.23,70.6,176.0,14.6,NORMAL
user_normal_177,986,1563,1375,3.2,97.1,154.9,19.3,NORMAL
